first_name,last_name,dob,last_active,score,member_since,state,source,company_name
Lance,Palmer,1991/03/20,2018/12/17,45,2003,NE,golf,Pearson Group
Daniel,Evans,1959/11/14,2018/03/10,42,1997,CA,golf,Parker Group
Kara,Zimmerman,1969/01/18,2018/09/06,59,1995,CA,golf,Scott and Sons
Ronald,Johns,1971/01/30,2018/08/16,53,1994,VT,golf,"Smith, Torres and Matthews"
Kevin,Bryan,1972/11/05,2018/12/19,69,1974,NE,golf,"Smith, Torres and Matthews"
Alicia,Watts,1983/08/23,2018/01/24,88,1985,WI,golf,"Smith, Torres and Matthews"
Shelly,Morse,1988/01/22,2018/05/02,56,1991,MI,golf,Parker Group
Shannon,Cabrera,1959/05/27,2018/09/09,74,1975,NJ,golf,Rivera-Morrow
Jeffrey,Diaz,1979/07/02,2018/05/16,50,2005,RI,golf,"Jackson, Carlson and Contreras"
Joshua,Anderson,1985/11/25,2019/01/03,35,2008,KY,golf,Taylor-Alvarez
Richard,Barajas,1995/12/21,2018/06/18,66,2013,MN,golf,"Smith, Torres and Matthews"
Nicholas,Mejia,1973/10/07,2018/09/06,53,2011,SD,golf,"Brown, Vasquez and Sanchez"
Bonnie,Livingston,1977/09/27,2018/01/23,89,1997,KY,golf,
Gregory,Cruz,1986/07/18,2018/11/27,85,2000,VT,golf,Rivera-Morrow
Natasha,Vega,1977/12/27,2018/02/16,41,1999,PA,golf,Rivera Ltd
Lauren,Flores,1984/03/27,2018/07/26,70,2000,NY,golf,Scott and Sons
Catherine,Yates,1960/09/18,2018/11/25,89,1986,IL,golf,Bruce Inc
Yolanda,Hansen,1990/08/12,2018/08/11,98,1996,DE,golf,Peterson and Sons
Marie,Armstrong,1982/07/25,2018/01/09,47,1989,NH,golf,"Jackson, Carlson and Contreras"
Samuel,Bryant,1977/03/08,2018/09/25,66,2018,SD,golf,Parker Group
Eddie,Bailey,1974/08/19,2018/04/16,99,1985,KY,golf,"Smith, Torres and Matthews"
Shelley,Taylor,1985/09/02,2018/09/21,85,1986,WY,golf,"Brown, Vasquez and Sanchez"
Antonio,Rodriguez,1982/01/12,2018/10/15,51,2012,OR,golf,"Kelley, Gilbert and Jackson"
Andrew,Garrett,1993/05/09,2018/04/16,45,1995,MT,golf,"Martin, Mcknight and Clark"
Katie,Montgomery,1966/03/28,2018/12/22,79,2012,NE,golf,"Hopkins, Barnes and Ward"
Judy,White,1978/07/08,2018/03/11,39,2013,KS,golf,Hunter Ltd
Patricia,Lucero,1970/01/29,2018/08/19,71,1978,HI,golf,"Brown, Vasquez and Sanchez"
Elizabeth,Rice,1987/12/11,2018/02/16,62,1999,NC,golf,"Alvarez, Schaefer and Robertson"
Sonia,Fry,1969/07/05,2018/06/23,95,2006,MA,golf,Peterson and Sons
Tony,Elliott,1966/01/11,2018/03/15,78,2014,SD,golf,Williams-Stephenson
Erica,Smith,1982/10/16,2018/09/04,63,1999,WV,golf,Pearson Group
John,Brown,1991/12/21,2018/10/04,67,1993,OR,golf,Keller Group
Randy,Rodriguez,1996/05/31,2018/12/21,99,2005,CA,golf,"Kelley, Gilbert and Jackson"
Timothy,Mullins,1969/09/16,2018/03/21,55,2014,AZ,golf,Rivera Ltd
Thomas,Clarke,1986/12/15,2018/08/17,67,1989,VT,golf,
Amanda,Martin,1960/06/07,2018/08/19,32,2005,NV,golf,Mcdonald Inc
Michael,Campbell,1971/09/19,2018/04/29,45,2018,TX,golf,
Sandra,Boyd,1963/01/11,2018/04/08,86,2004,AZ,golf,Parker Group
Julia,Fitzgerald,1961/08/07,2018/12/14,67,2009,ND,golf,Peterson and Sons
Joseph,Warren,1974/03/29,2018/06/05,63,2012,NJ,golf,"Brown, Vasquez and Sanchez"
Kevin,Jones,1966/12/18,2018/11/30,39,1995,WV,golf,Mcdonald Inc
Eric,Taylor,1960/05/23,2018/06/25,53,1978,MO,golf,"Kelley, Gilbert and Jackson"
Christian,Meyer,1972/07/27,2018/07/17,91,2008,TN,golf,Williams-Stephenson
Brandon,Cox,1998/08/30,2018/07/08,31,2011,SD,golf,"Smith, Torres and Matthews"
Ernest,Jenkins,1959/08/25,2018/07/10,94,2002,NJ,golf,Scott and Sons
Dominic,Adams,1973/07/21,2018/02/10,87,2009,IN,golf,"Alvarez, Schaefer and Robertson"
Miguel,Beck,1984/02/06,2018/12/17,51,2011,NJ,golf,"Alvarez, Schaefer and Robertson"
Heather,Evans,1989/06/25,2018/04/15,75,1994,DE,golf,"Smith, Torres and Matthews"
Rebecca,Jones,1967/02/15,2018/07/18,81,2001,WY,golf,"Alvarez, Schaefer and Robertson"
Annette,Hebert,1973/02/27,2018/07/16,51,2004,TN,golf,"Jackson, Carlson and Contreras"
Thomas,Frey,1987/04/16,2018/07/13,87,1997,MI,golf,"Kelley, Gilbert and Jackson"
Dawn,Nolan,1963/08/28,2018/06/02,44,1998,NJ,golf,Keller Group
Christopher,Gardner,1989/07/30,2018/09/11,53,2001,OK,golf,Rivera-Morrow
Sheila,Peters,1969/01/09,2018/12/08,83,1998,CT,golf,"Brown, Vasquez and Sanchez"
Amanda,Leonard,1992/06/26,2018/08/12,38,1999,NY,golf,Taylor-Alvarez
Crystal,Howell,1990/11/16,2018/02/03,90,2001,WI,golf,Peterson and Sons
Michael,Smith,1973/01/08,2018/05/22,76,1989,WV,golf,
Jeffrey,Wolf,1970/08/31,2018/06/04,85,1995,KY,golf,Pearson Group
Eric,Moore,1972/02/19,2018/10/04,63,2013,KY,golf,"Mullen, Huffman and Vasquez"
Alex,Graves,1986/11/07,2018/06/16,75,2015,MD,golf,Parker Group
Connor,Cruz,1962/04/18,2018/09/06,65,1975,DE,golf,Keller Group
Jamie,Anderson,1962/02/16,2018/08/15,89,2005,UT,golf,Taylor-Alvarez
John,Silva,1976/06/11,2018/08/21,39,1982,OK,golf,Taylor-Alvarez
Danny,Baker,1996/02/14,2018/01/19,98,2005,NH,golf,Scott and Sons
Matthew,Oneill,1964/07/04,2018/10/30,86,2006,OH,golf,"Kelley, Gilbert and Jackson"
Shannon,Wheeler,1977/12/31,2019/01/02,66,1999,DE,golf,Mcdonald Inc
Michelle,Perez,1975/03/30,2018/06/25,38,1986,TN,golf,"Martin, Mcknight and Clark"
Jacob,Cook,1965/02/17,2018/06/02,93,2009,DE,golf,Scott and Sons
Corey,Lyons,1959/10/06,2018/03/20,67,1979,TX,golf,Scott and Sons
John,Barton,1987/11/17,2018/12/21,37,2008,NJ,golf,Taylor-Alvarez
April,Gross,1978/01/24,2018/12/10,98,2001,SC,golf,"Brown, Vasquez and Sanchez"
Jessica,Smith,1964/05/16,2018/09/20,83,2009,MS,golf,Williams-Stephenson
Melissa,Rowe,1986/01/31,2018/05/29,31,2006,VT,golf,Taylor-Alvarez
Deborah,Mcconnell,1963/04/18,2018/12/31,39,1974,WI,golf,Rivera Ltd
Robert,Rodriguez,1969/04/19,2018/11/25,39,1995,SD,golf,Mcdonald Inc
Peter,Wilson,1979/07/17,2018/10/01,85,1999,CA,golf,"Smith, Torres and Matthews"
Anna,Miranda,1966/07/06,2018/01/24,82,1994,VT,golf,Taylor-Alvarez
Jennifer,Andrade,1984/03/14,2018/09/27,66,2015,IL,golf,Bruce Inc
Marcus,Wilson,1975/01/21,2018/11/17,33,2010,KS,golf,"Alvarez, Schaefer and Robertson"
Rebecca,Kim,1974/09/16,2018/03/23,54,2014,KS,golf,"Martin, Mcknight and Clark"
Alejandro,Coleman,1959/01/23,2018/05/25,64,1983,PA,golf,Williams-Stephenson
Jill,Copeland,1990/11/27,2018/12/27,77,2010,KY,golf,Mcdonald Inc
Elizabeth,Smith,1979/11/17,2018/10/04,55,1998,MN,golf,Williams-Stephenson
Jason,Green,1963/08/13,2018/09/03,46,2014,CT,golf,"Mullen, Huffman and Vasquez"
Luis,Simpson,1986/06/17,2018/05/22,70,2010,KY,golf,Rivera Ltd
Lauren,Medina,1970/04/02,2018/07/26,92,1972,WI,golf,"Kelley, Gilbert and Jackson"
Samuel,Koch,1969/09/07,2018/02/27,95,1988,WY,golf,Hunter Ltd
Zachary,Morrison,1970/04/12,2018/12/08,74,1984,NM,golf,Scott and Sons
Anthony,Cochran,1971/02/26,2018/07/09,44,1972,OK,golf,"Hopkins, Barnes and Ward"
Robert,Murphy,1979/05/22,2018/02/11,90,1980,AZ,golf,Scott and Sons
Tracy,Smith,1969/11/14,2018/10/19,37,2002,MI,golf,Williams-Stephenson
Catherine,Thomas,1972/01/07,2018/05/06,52,2001,MD,golf,"Hopkins, Barnes and Ward"
Natalie,Armstrong,1962/03/13,2018/11/09,82,1991,CA,golf,Hunter Ltd
Jose,Pearson,1965/07/08,2018/09/01,82,2001,MD,golf,Mcdonald Inc
Andrea,Kelly,1979/02/14,2018/01/26,93,1994,GA,golf,"Alvarez, Schaefer and Robertson"
Lisa,Ellis,1971/08/20,2018/08/11,64,1990,TN,golf,"Martin, Mcknight and Clark"
Edward,Williams,1989/08/30,2018/10/12,95,1993,MS,golf,"Mullen, Huffman and Vasquez"
Allison,Thornton,1963/03/21,2018/08/14,72,1972,MI,golf,"Mullen, Huffman and Vasquez"
Cassandra,Figueroa,1970/08/08,2018/11/07,58,1998,UT,golf,Taylor-Alvarez
Alexander,Olson,1974/04/08,2018/06/27,72,2003,SD,golf,Bruce Inc
Christopher,Sanford,1965/08/05,2018/05/08,39,1991,OR,golf,"Hopkins, Barnes and Ward"
Amanda,Parker,1974/10/28,2018/02/13,38,2003,ND,golf,"Brown, Vasquez and Sanchez"
Martha,Waller,1997/09/26,2018/05/18,84,2003,NV,golf,"Martin, Mcknight and Clark"
Daniel,Martin,1969/02/20,2018/01/10,73,2014,NJ,golf,Parker Group
Andre,Rodriguez,1985/07/18,2018/02/05,71,1988,OH,golf,"Kelley, Gilbert and Jackson"
Jason,Gonzalez,1997/12/02,2018/02/19,30,2001,MN,golf,Rivera Ltd
Sandra,Richardson,1971/01/24,2018/09/29,85,1997,ND,golf,"Brown, Vasquez and Sanchez"
Robert,Cortez,1988/08/30,2018/01/30,39,2003,TN,golf,Scott and Sons
Kathleen,Robbins,1973/12/10,2018/01/13,68,1996,CO,golf,Hunter Ltd
Anthony,Reynolds,1973/08/23,2018/12/04,74,1983,KY,golf,"Hopkins, Barnes and Ward"
Jason,Vasquez,1961/12/31,2018/01/22,64,1992,FL,golf,"Mullen, Huffman and Vasquez"
Thomas,Williamson,1962/07/23,2018/10/10,32,1973,KY,golf,"Brown, Vasquez and Sanchez"
Wendy,Hall,1970/10/30,2018/06/18,56,2018,KY,golf,Parker Group
Jason,Newton,1962/10/15,2018/06/11,62,1992,TX,golf,Williams-Stephenson
April,Garcia,1970/01/16,2018/04/12,39,2003,NC,golf,Keller Group
Anthony,Crawford,1992/01/12,2018/03/27,50,1993,NV,golf,"Jackson, Carlson and Contreras"
Jessica,Phelps,1970/03/29,2018/05/22,42,2009,NY,golf,Taylor-Alvarez
Charles,White,1981/04/18,2018/08/03,70,1996,AL,golf,Bruce Inc
John,Cunningham,1979/09/03,2018/11/29,82,2001,ID,golf,"Brown, Vasquez and Sanchez"
Jennifer,Fritz,1970/08/11,2018/01/11,85,1994,ND,golf,"Jackson, Carlson and Contreras"
Elizabeth,Miller,1968/04/29,2018/03/10,89,1995,IA,golf,Keller Group
Nicole,Johnston,1964/04/09,2018/05/14,58,1972,MO,golf,Taylor-Alvarez
Melissa,Miller,1969/08/23,2018/12/13,41,1971,AR,golf,Hunter Ltd
Timothy,Davidson,1964/07/22,2018/03/13,36,1986,NE,golf,Williams-Stephenson
Jodi,Hunter,1983/06/03,2018/03/07,54,1990,NV,golf,Pearson Group
Julia,Wade,1989/09/21,2018/03/18,69,1990,GA,golf,"Jackson, Carlson and Contreras"
Melissa,Davis,1991/10/13,2018/05/02,81,2012,PA,golf,"Kelley, Gilbert and Jackson"
Lisa,Morales,1986/07/09,2018/01/20,98,2016,NM,golf,Williams-Stephenson
Lindsey,Jones,1986/04/30,2018/12/25,91,2010,IA,golf,Bruce Inc
Emma,Reed,1970/01/19,2018/11/09,39,1989,RI,golf,"Martin, Mcknight and Clark"
Andrew,Bates,1977/09/14,2018/03/01,99,1991,DC,golf,Rivera Ltd
Shawn,Miranda,1962/03/15,2018/09/29,43,2004,UT,golf,"Kelley, Gilbert and Jackson"
Caroline,Booth,1991/12/07,2018/08/17,35,2014,AL,golf,Williams-Stephenson
Teresa,Stephenson,1975/02/21,2018/04/09,49,1999,NE,golf,"Brown, Vasquez and Sanchez"
Raymond,Johnson,1961/03/02,2018/06/25,70,2002,KY,golf,Bruce Inc
Susan,Miller,1969/09/17,2018/11/27,64,1985,WA,golf,Williams-Stephenson
Jonathan,Hancock,1976/12/13,2018/12/21,91,2017,UT,golf,"Martin, Mcknight and Clark"
David,Nelson,1973/11/29,2018/02/06,96,1985,NV,golf,"Mullen, Huffman and Vasquez"
Phillip,Reynolds,1960/08/11,2018/04/22,55,1993,MA,golf,Rivera Ltd
Jasmine,Wilson,1988/03/28,2018/09/12,50,2017,AR,golf,Rivera-Morrow
Emily,Noble,1975/02/23,2018/01/29,49,2018,MI,golf,"Smith, Torres and Matthews"
Michael,Michael,1995/08/27,2018/09/25,72,2004,CO,golf,Keller Group
Jacob,Velasquez,1982/08/25,2018/07/13,67,1992,AR,golf,
Benjamin,Garcia,1966/08/02,2018/10/23,43,2012,AZ,golf,
Heather,Miller,1969/12/31,2018/01/31,57,1995,PA,golf,Williams-Stephenson
Rebecca,Hull,1975/07/07,2018/06/13,56,2004,SD,golf,"Mullen, Huffman and Vasquez"
Sean,Barker,1962/08/31,2018/09/19,79,2013,DC,golf,Taylor-Alvarez
Brian,Lewis,1962/02/25,2018/08/07,38,1985,SC,golf,"Martin, Mcknight and Clark"
Jessica,Miller,1961/02/23,2018/04/30,47,2011,OK,golf,"Brown, Vasquez and Sanchez"
David,Adams,1989/03/06,2018/10/13,41,1996,LA,golf,Bruce Inc
Toni,Simpson,1965/06/24,2018/04/14,85,2010,MN,golf,Peterson and Sons
Amy,Clark,1975/03/12,2018/08/09,61,2007,CA,golf,Mcdonald Inc
Sandy,Wood,1979/06/15,2018/03/23,46,2013,KY,golf,Bruce Inc
Stephen,Frank,1986/10/15,2018/12/22,38,2011,IN,golf,"Alvarez, Schaefer and Robertson"
Scott,Stein,1979/07/11,2018/02/16,82,2000,NJ,golf,"Hopkins, Barnes and Ward"
Steven,Brown,1987/01/14,2018/05/08,79,1988,WY,golf,Hunter Ltd
Brent,Price,1983/04/23,2018/11/21,85,2015,WV,golf,"Brown, Vasquez and Sanchez"
Sydney,Miller,1960/11/10,2018/08/22,78,2014,TX,golf,Rivera-Morrow
David,Wilson,1967/01/31,2018/10/28,33,1993,LA,golf,Hunter Ltd
Daniel,Ruiz,1990/01/19,2018/08/24,33,1999,VT,golf,Hunter Ltd
Krista,Knight,1966/02/12,2018/01/21,36,2008,NC,golf,"Alvarez, Schaefer and Robertson"
Cody,Wang,1973/08/21,2018/11/05,36,2010,GA,golf,"Alvarez, Schaefer and Robertson"
Alan,Bowen,1971/04/15,2018/02/26,86,2003,NH,golf,"Hopkins, Barnes and Ward"
Andrea,Morales,1983/11/16,2018/02/08,40,1996,IL,golf,"Martin, Mcknight and Clark"
Deanna,Murphy,1994/03/24,2018/12/16,76,2001,FL,golf,Pearson Group
Alan,Adams,1980/10/12,2018/10/10,40,1983,ID,golf,
Rachael,Powell,1968/02/08,2018/02/17,71,2014,MT,golf,"Brown, Vasquez and Sanchez"
Brian,Gilbert,1990/11/09,2018/12/06,86,2002,AZ,golf,Peterson and Sons
James,Arellano,1967/03/30,2018/01/10,75,1996,TN,golf,"Hopkins, Barnes and Ward"
Carla,Cook,1966/01/04,2018/09/26,64,2007,OR,golf,"Brown, Vasquez and Sanchez"
Autumn,Cruz,1989/11/02,2018/06/16,40,2007,GA,golf,Hunter Ltd
Mark,Hodge,1959/03/30,2018/03/18,93,1980,TX,golf,"Martin, Mcknight and Clark"
Betty,Farrell,1976/01/31,2018/12/30,55,1980,MI,golf,"Jackson, Carlson and Contreras"
Ashley,Thomas,1963/04/19,2018/03/24,38,1979,MA,golf,Hunter Ltd
Denise,Patterson,1991/06/03,2018/03/27,39,2015,LA,golf,"Mullen, Huffman and Vasquez"
Lauren,Hale,1968/06/25,2018/02/28,81,1988,NV,golf,Rivera-Morrow
Sarah,Barnes,1963/09/25,2018/07/05,68,2003,AZ,golf,Hunter Ltd
Tracy,Reyes,1970/05/01,2018/04/11,78,1988,NM,golf,Mcdonald Inc
Katherine,Avery,1966/02/20,2018/08/21,78,1976,IL,golf,"Kelley, Gilbert and Jackson"
Richard,Cooper,1995/03/18,2018/03/07,74,2018,NE,golf,Peterson and Sons
Daniel,Calhoun,1975/11/16,2018/09/07,83,1980,MD,golf,"Hopkins, Barnes and Ward"
William,Pruitt,1969/02/11,2018/12/05,57,1971,GA,golf,Peterson and Sons
Tara,Gordon,1970/10/11,2018/04/24,89,1997,IA,golf,"Hopkins, Barnes and Ward"
David,Russell,1960/10/20,2018/11/15,83,2016,KS,golf,Scott and Sons
Hannah,Harmon,1987/05/20,2018/01/29,49,1990,DE,golf,Williams-Stephenson
Adrienne,Bell,1965/09/18,2018/05/31,60,2009,DE,golf,
Benjamin,Ellis,1981/10/06,2018/07/10,83,1988,NY,golf,"Smith, Torres and Matthews"
Samantha,Snyder,1992/08/12,2018/06/09,66,2002,GA,golf,Pearson Group
Colton,Curtis,1973/06/20,2018/11/15,85,2007,NE,golf,Keller Group
Miranda,Hobbs,1975/07/25,2018/02/02,56,1985,MT,golf,Taylor-Alvarez
Karen,Moore,1992/02/02,2018/09/19,84,2014,UT,golf,Parker Group
Bethany,Williamson,1961/03/31,2018/05/27,55,1974,NC,golf,
Ashley,Hobbs,1965/10/04,2018/04/04,60,1974,KS,golf,Hunter Ltd
Russell,Wall,1963/02/26,2018/06/10,50,2018,IN,golf,Bruce Inc
Joel,Simmons,1961/02/02,2018/04/29,77,1987,NM,golf,Keller Group
David,Hahn,1969/09/07,2019/01/02,33,1979,HI,golf,"Mullen, Huffman and Vasquez"
Johnathan,Church,1976/01/29,2018/12/08,79,1999,WI,golf,
Kelly,Gill,1992/11/22,2018/03/18,51,2014,MI,golf,Rivera-Morrow
Christine,Duke,1979/01/11,2018/03/09,86,2018,IN,golf,"Kelley, Gilbert and Jackson"
Michael,Phillips,1975/09/11,2018/10/26,94,2009,AZ,golf,Mcdonald Inc
Yolanda,Martin,1971/10/10,2018/10/05,34,1998,HI,golf,"Mullen, Huffman and Vasquez"
Krista,Huang,1963/03/04,2018/01/09,88,1970,GA,golf,Bruce Inc
Chase,Hawkins,1963/01/05,2018/03/12,86,1987,IA,golf,Rivera-Morrow
Kelsey,Greer,1967/07/19,2018/11/04,87,1996,SC,golf,"Kelley, Gilbert and Jackson"
John,Stewart,1964/06/15,2018/06/18,35,2011,NV,golf,Hunter Ltd
Haley,Guzman,1971/02/06,2018/03/17,87,1972,SC,golf,Pearson Group
Kirsten,Moore,1968/11/30,2018/02/08,31,1990,KS,golf,"Mullen, Huffman and Vasquez"
Christine,Coleman,1959/08/10,2018/06/29,93,2007,GA,golf,Peterson and Sons
Amanda,Rollins,1995/02/13,2018/03/28,57,2015,OR,golf,Parker Group
Michele,Khan,1969/03/23,2018/01/13,98,1985,CT,golf,"Brown, Vasquez and Sanchez"
Rhonda,Mathews,1973/04/03,2018/04/08,62,2008,ID,golf,"Brown, Vasquez and Sanchez"
Dawn,Garcia,1974/12/11,2018/12/05,42,2000,IN,golf,"Martin, Mcknight and Clark"
Sue,Miller,1971/01/06,2018/08/01,84,2003,CT,golf,"Hopkins, Barnes and Ward"
Michael,Brown,1994/05/19,2018/03/30,94,2004,NE,golf,"Jackson, Carlson and Contreras"
Alexa,Skinner,1967/10/16,2018/05/23,78,1990,IN,golf,"Smith, Torres and Matthews"
Sean,Thomas,1979/01/12,2018/09/18,70,1991,NE,golf,Rivera-Morrow
Rachel,Palmer,1994/08/08,2018/03/26,97,1995,NH,golf,Mcdonald Inc
Rebecca,Christensen,1988/11/29,2018/11/13,59,1998,NC,golf,Hunter Ltd
Kathleen,Martin,1969/08/28,2018/10/26,75,1972,SD,golf,"Kelley, Gilbert and Jackson"
Bridget,Richards,1973/09/10,2018/12/12,62,1979,NY,golf,Taylor-Alvarez
Lynn,Parker,1966/06/24,2018/10/24,66,1978,NJ,golf,Keller Group
Dwayne,Elliott,1973/05/17,2018/01/22,59,1990,DC,golf,"Martin, Mcknight and Clark"
Stephanie,Caldwell,1962/07/26,2018/06/16,46,1972,UT,golf,"Smith, Torres and Matthews"
Deborah,Jensen,1976/07/10,2018/03/06,60,1981,MT,golf,Pearson Group
James,Johnson,1963/12/31,2018/04/24,32,1971,WA,golf,Rivera Ltd
Clifford,Bryant,1970/08/17,2018/08/28,72,1995,KS,golf,
Brenda,Castillo,1964/01/25,2018/12/16,71,2005,ND,golf,Rivera-Morrow
Amber,Odom,1990/03/22,2018/11/30,73,2000,MD,golf,Taylor-Alvarez
Devin,Alvarez,1967/10/28,2018/08/15,73,1979,UT,golf,Mcdonald Inc
Lucas,Riley,1959/02/23,2018/10/26,98,1988,NC,golf,Mcdonald Inc
Jackie,Cooper,1979/07/19,2018/09/18,87,1988,ME,golf,"Mullen, Huffman and Vasquez"
James,Floyd,1960/01/27,2019/01/09,62,2017,AL,golf,"Kelley, Gilbert and Jackson"
Ricardo,Perry,1966/01/18,2019/01/08,57,1973,AZ,golf,"Alvarez, Schaefer and Robertson"
Angela,Lloyd,1975/11/29,2018/03/24,50,2017,MT,golf,Peterson and Sons
Hannah,Mckinney,1959/10/16,2018/10/11,90,1988,ND,golf,Mcdonald Inc
Deborah,Foster,1981/10/05,2018/07/30,56,2017,FL,golf,
Bryan,Vazquez,1963/10/22,2018/12/27,46,2004,TX,golf,"Hopkins, Barnes and Ward"
Gregory,Smith,1973/12/21,2018/10/05,72,2003,MN,golf,"Smith, Torres and Matthews"
Michael,Miller,1968/10/19,2018/01/12,69,1987,MA,golf,"Hopkins, Barnes and Ward"
Joshua,Farmer,1967/02/21,2018/03/27,54,2017,NC,golf,"Brown, Vasquez and Sanchez"
Jason,Jackson,1966/05/11,2018/08/24,75,2012,IA,golf,Scott and Sons
Monica,Smith,1974/03/27,2018/09/27,75,1992,KY,golf,"Kelley, Gilbert and Jackson"
Bradley,Graham,1967/12/29,2018/05/25,53,1972,WA,golf,"Martin, Mcknight and Clark"
Guy,Hamilton,1974/07/16,2018/09/28,76,1987,OK,golf,"Alvarez, Schaefer and Robertson"
Vincent,Wilson,1987/09/26,2018/06/21,97,1993,PA,golf,"Hopkins, Barnes and Ward"
Laura,Hunter,1982/12/01,2018/09/19,50,2004,FL,golf,"Mullen, Huffman and Vasquez"
Paul,Krueger,1978/12/31,2018/11/16,91,1999,LA,golf,Keller Group
Jennifer,Yoder,1969/03/07,2018/02/11,76,1973,NH,golf,"Alvarez, Schaefer and Robertson"
Samantha,Williams,1961/05/31,2018/04/12,83,1990,MO,golf,
Michael,Haynes,1978/03/02,2018/08/25,98,1994,NJ,golf,Hunter Ltd
David,Bender,1972/03/23,2018/01/31,95,2005,MT,golf,Taylor-Alvarez
Alexis,Pierce,1968/07/25,2018/08/01,67,1974,HI,golf,"Mullen, Huffman and Vasquez"
Cynthia,Wilson,1979/07/13,2018/06/23,40,1994,AZ,golf,Scott and Sons
Stephen,Kelley,1967/06/23,2018/11/07,47,1970,NV,golf,"Brown, Vasquez and Sanchez"
Carlos,Pace,1973/02/18,2018/11/25,42,1978,WI,golf,Peterson and Sons
Sophia,Harris,1975/05/14,2018/03/04,89,1985,MI,golf,Taylor-Alvarez
Emma,Sharp,1965/11/19,2018/03/28,75,1993,NJ,golf,"Mullen, Huffman and Vasquez"
Albert,Gallagher,1981/05/12,2018/05/30,70,2013,ME,golf,Parker Group
Timothy,Flores,1981/03/03,2018/08/27,51,2012,ND,golf,"Brown, Vasquez and Sanchez"
Hannah,Gonzales,1959/09/24,2018/12/05,74,2010,OH,golf,Williams-Stephenson
Jennifer,Stein,1971/04/18,2018/10/23,36,1992,RI,golf,"Brown, Vasquez and Sanchez"
Michelle,Walter,1988/11/21,2018/04/23,56,2017,NY,golf,"Jackson, Carlson and Contreras"
Lisa,Sanchez,1973/02/14,2018/09/30,65,1976,ND,golf,Scott and Sons
Malik,Martin,1965/09/17,2018/08/11,76,1974,MT,golf,Bruce Inc
Ashley,Hodge,1960/03/30,2018/06/07,90,1988,ID,golf,Williams-Stephenson
Jason,Chapman,1979/02/28,2018/11/05,51,2008,SD,golf,"Brown, Vasquez and Sanchez"
Kenneth,Carroll,1972/01/10,2018/10/31,73,1976,ND,golf,Pearson Group
Corey,Stevens,1987/11/04,2018/06/13,79,2013,MN,golf,Peterson and Sons
Craig,Allen,1980/08/01,2018/12/12,64,1993,OK,golf,Peterson and Sons
Jennifer,Hughes,1982/12/12,2018/02/16,47,1983,IL,golf,Williams-Stephenson
David,Parker,1976/06/14,2018/04/13,49,1996,RI,golf,Pearson Group
Steve,Church,1978/01/20,2018/03/07,36,1990,VA,golf,Rivera Ltd
Daniel,Moss,1960/03/04,2018/08/31,84,2001,AK,golf,"Brown, Vasquez and Sanchez"
Jessica,Powell,1959/05/16,2018/10/17,45,1998,KS,golf,Rivera Ltd
Pamela,Reed,1998/04/09,2018/02/10,87,2005,WI,golf,Rivera Ltd
Janice,Vance,1962/02/04,2018/04/19,77,1986,AR,golf,Scott and Sons
Toni,Smith,1972/03/17,2018/12/27,44,1975,TX,golf,Parker Group
Martin,Smith,1982/01/30,2018/08/19,60,1996,WA,golf,"Smith, Torres and Matthews"
Claire,Lewis,1984/06/28,2018/05/28,76,2013,OR,golf,"Hopkins, Barnes and Ward"
Kimberly,Hernandez,1971/05/11,2018/09/06,47,2016,KY,golf,Rivera-Morrow
Lawrence,Mills,1969/05/06,2018/05/14,79,1995,MO,golf,"Brown, Vasquez and Sanchez"
Kevin,Green,1975/10/05,2018/04/26,92,2018,NY,golf,"Martin, Mcknight and Clark"
Zachary,Brewer,1973/07/11,2018/03/20,64,1998,UT,golf,"Martin, Mcknight and Clark"
Jennifer,Garcia,1996/02/04,2018/02/22,32,2003,MN,golf,Keller Group
Daniel,Byrd,1979/06/05,2018/04/12,38,1984,MT,golf,Pearson Group
Holly,Lee,1992/05/23,2018/02/06,99,2010,RI,golf,Taylor-Alvarez
Tim,Gardner,1962/07/12,2018/01/09,36,1979,MT,golf,
David,Price,1964/01/17,2018/12/16,58,1985,FL,golf,"Kelley, Gilbert and Jackson"
Patrick,Moore,1980/07/01,2018/01/28,98,2013,HI,golf,Williams-Stephenson
Brenda,Cooley,1962/10/08,2018/06/23,99,2007,GA,golf,"Alvarez, Schaefer and Robertson"
Rachel,Eaton,1979/11/21,2018/05/04,83,1991,MA,golf,"Mullen, Huffman and Vasquez"
Kathryn,Johnston,1993/05/04,2018/06/18,66,1994,NM,golf,"Kelley, Gilbert and Jackson"
Cory,Simmons,1974/05/14,2018/07/30,93,2013,ID,golf,Rivera-Morrow
Bradley,Arnold,1959/06/28,2018/10/16,59,1998,OR,golf,Bruce Inc
Deborah,Roberts,1960/07/20,2018/01/31,32,1996,WY,golf,"Martin, Mcknight and Clark"
Robert,Hernandez,1970/06/21,2018/07/21,58,1999,TN,golf,Bruce Inc
Alyssa,Smith,1967/01/16,2018/06/20,78,2016,WI,golf,"Smith, Torres and Matthews"
Jessica,Mayo,1977/08/20,2018/02/25,80,1993,TX,golf,Scott and Sons
Ronald,Butler,1965/11/26,2018/02/27,99,1974,IN,golf,Peterson and Sons
James,Anderson,1989/03/29,2018/02/15,46,2015,HI,golf,"Hopkins, Barnes and Ward"
Kimberly,Allen,1965/12/25,2018/06/02,60,2000,OK,golf,"Kelley, Gilbert and Jackson"
