first_name,last_name,dob,last_active,score,member_since,state,source,company_name
David,Shields,1991/07/18,2018/10/29,67,1989,MN,golf,Bruce Inc
Alicia,Mullins,1982/04/11,2018/10/12,71,1974,NJ,golf,Peterson and Sons
Molly,Dunlap,1982/09/07,2018/08/29,56,1982,AR,golf,Peterson and Sons
Michael,Crane,1990/07/31,2018/04/27,43,1974,FL,golf,Peterson and Sons
James,Brown,1997/10/26,2018/05/04,54,1995,AL,golf,"Jackson, Carlson and Contreras"
Jill,Watts,1990/09/13,2018/09/29,30,1984,TX,golf,"Kelley, Gilbert and Jackson"
Michael,Chang,1985/02/12,2018/08/02,76,1982,NJ,golf,"Kelley, Gilbert and Jackson"
Amanda,Carroll,1998/10/05,2018/11/17,72,1982,UT,golf,"Mullen, Huffman and Vasquez"
Jason,Wright,1991/06/30,2018/08/22,44,1984,NE,golf,"Alvarez, Schaefer and Robertson"
Anthony,Young,1988/04/05,2019/01/03,67,1970,CT,golf,Rivera-Morrow
Amber,Ritter,1994/11/18,2018/08/09,94,1986,VT,golf,"Martin, Mcknight and Clark"
Tommy,Reilly,1996/11/17,2018/04/21,40,1990,CT,golf,"Mullen, Huffman and Vasquez"
Jorge,Davis,1983/01/30,2018/04/10,66,1975,NE,golf,"Hopkins, Barnes and Ward"
Charles,Browning,1990/05/27,2018/05/12,33,1974,MI,golf,Parker Group
Wesley,Stark,1990/11/04,2018/05/22,95,1980,UT,golf,Hunter Ltd
Jessica,Scott,1988/11/05,2018/01/14,57,1985,VT,golf,"Hopkins, Barnes and Ward"
Tim,Fischer,1984/07/19,2018/01/09,56,1970,HI,golf,Taylor-Alvarez
Jasmine,Smith,1995/04/10,2018/07/18,40,1990,ID,golf,Mcdonald Inc
Amber,Sullivan,1990/02/18,2018/02/19,58,1970,DE,golf,Taylor-Alvarez
David,Thomas,1992/02/10,2018/05/17,87,1985,MS,golf,Pearson Group
Daniel,Kelly,1994/08/24,2018/04/18,53,1972,CA,golf,Keller Group
Amanda,Schneider,1995/01/12,2019/01/06,44,1980,IA,golf,"Martin, Mcknight and Clark"
Kristen,Perez,1991/06/04,2018/08/21,39,1979,VA,golf,
Tina,Schwartz,1984/03/09,2018/11/12,67,1971,NV,golf,
Lisa,Kirby,1997/06/17,2018/08/23,99,1974,OR,golf,Parker Group
Joseph,Howard,1995/03/18,2018/09/28,32,1990,MI,golf,"Kelley, Gilbert and Jackson"
Gloria,Brown,1975/11/05,2018/04/24,75,1975,KY,golf,Rivera Ltd
Gabriel,Watts,1990/07/25,2018/07/28,57,1984,ME,golf,Taylor-Alvarez
Ashley,Saunders,1994/12/03,2018/05/20,36,1989,LA,golf,"Smith, Torres and Matthews"
Randy,Quinn,1983/09/02,2018/03/27,59,1982,SD,golf,Bruce Inc
Phillip,Phelps,1987/09/21,2018/07/29,56,1987,NC,golf,Bruce Inc
Thomas,Hale,1997/02/08,2018/10/29,75,1995,WY,golf,Rivera Ltd
Christian,Collins,1992/07/15,2018/08/07,34,1989,OH,golf,Hunter Ltd
David,Francis,1990/06/15,2018/03/19,37,1977,KY,golf,"Mullen, Huffman and Vasquez"
Crystal,Lee,1990/05/18,2018/09/09,80,1973,VA,golf,Parker Group
Jesse,Herrera,1994/04/13,2018/08/16,79,1985,AL,golf,"Kelley, Gilbert and Jackson"
Steven,Smith,1983/03/15,2018/07/29,79,1976,MA,golf,
Seth,Spears,1995/12/06,2018/12/31,82,1984,SD,golf,Keller Group
Thomas,Bryant,1991/03/11,2018/05/28,50,1972,NC,golf,"Jackson, Carlson and Contreras"
Jacqueline,Wilson,1994/06/21,2018/11/09,40,1991,HI,golf,Taylor-Alvarez
Kelly,Franklin,1977/02/17,2018/11/05,94,1976,MD,golf,"Smith, Torres and Matthews"
Catherine,Cantrell,1989/08/12,2018/03/18,33,1982,WY,golf,Taylor-Alvarez
Brian,Mcbride,1987/12/26,2018/01/26,52,1970,MT,golf,Parker Group
Mark,Vargas,1976/09/08,2018/12/03,58,1976,ND,golf,"Alvarez, Schaefer and Robertson"
Kelly,Nguyen,1995/03/20,2018/04/10,45,1984,NY,golf,Peterson and Sons
Maria,Bennett,1996/07/04,2018/02/17,52,1980,NE,golf,Peterson and Sons
Joy,Maddox,1984/06/05,2018/11/04,65,1978,AL,golf,"Hopkins, Barnes and Ward"
Benjamin,Miller,1992/12/13,2018/05/03,32,1986,SD,golf,"Jackson, Carlson and Contreras"
Laura,Butler,1989/12/25,2018/05/18,47,1970,NJ,golf,Williams-Stephenson
Christy,Rivas,1993/03/13,2018/04/01,70,1992,MT,golf,Peterson and Sons
Melissa,Lee,1992/07/16,2018/10/22,41,1989,DC,golf,Taylor-Alvarez
Zachary,Haley,1993/11/24,2018/01/17,32,1977,FL,golf,Keller Group
Kyle,Garcia,1977/03/17,2018/03/27,35,1970,ID,golf,"Martin, Mcknight and Clark"
Devin,Shaw,1992/09/10,2018/03/31,64,1984,AL,golf,"Alvarez, Schaefer and Robertson"
Cathy,Thomas,1998/11/09,2018/01/22,74,1984,MD,golf,
Gary,Gonzalez,1987/01/21,2018/03/02,48,1981,MI,golf,Scott and Sons
Vanessa,West,1993/03/29,2018/08/05,72,1991,NH,golf,Mcdonald Inc
Lisa,Carter,1983/01/18,2018/06/08,81,1978,WY,golf,"Brown, Vasquez and Sanchez"
Joseph,Smith,1988/10/17,2018/03/12,68,1982,WI,golf,"Kelley, Gilbert and Jackson"
Michael,Berry,1986/02/04,2018/04/14,82,1979,CT,golf,Taylor-Alvarez
Donald,Davies,1989/09/05,2018/04/19,65,1983,PA,golf,"Hopkins, Barnes and Ward"
Jorge,Hendricks,1986/11/04,2018/05/13,70,1982,OK,golf,"Smith, Torres and Matthews"
Amy,Brown,1979/10/21,2018/06/07,31,1973,OK,golf,"Mullen, Huffman and Vasquez"
Daniel,Anderson,1994/12/26,2018/09/20,86,1982,AL,golf,"Jackson, Carlson and Contreras"
Kelly,Williams,1986/03/09,2018/04/01,76,1975,MN,golf,Rivera Ltd
Steven,Drake,1986/03/25,2018/06/01,72,1975,ND,golf,"Kelley, Gilbert and Jackson"
Gerald,Wyatt,1995/12/17,2018/05/04,66,1985,NJ,golf,"Martin, Mcknight and Clark"
Steven,Wolfe,1984/02/13,2018/03/22,53,1974,NY,golf,Williams-Stephenson
Brandy,Coffey,1975/03/14,2018/09/25,38,1974,NC,golf,Rivera Ltd
William,Cunningham,1976/05/14,2018/10/24,44,1974,AK,golf,Rivera-Morrow
Christine,Hernandez,1985/05/28,2018/12/28,86,1978,MT,golf,Bruce Inc
Michael,Sanders,1997/12/01,2018/09/29,89,1984,MA,golf,
Scott,Jones,1998/02/13,2018/08/12,46,1978,NC,golf,"Jackson, Carlson and Contreras"
Sandra,Evans,1986/07/10,2018/10/31,33,1986,PA,golf,"Jackson, Carlson and Contreras"
Martin,Mcneil,1993/12/11,2018/10/04,60,1987,NE,golf,Rivera-Morrow
Jeremy,Arnold,1986/09/13,2018/08/01,58,1980,NJ,golf,"Smith, Torres and Matthews"
Christine,Waters,1992/07/12,2018/04/23,35,1975,MI,golf,Peterson and Sons
William,Adams,1998/10/22,2018/09/22,52,1998,OH,golf,Williams-Stephenson
Nancy,Wallace,1996/09/11,2018/05/25,89,1996,TX,golf,Pearson Group
Amanda,Mendoza,1982/08/31,2018/03/18,63,1976,NC,golf,"Brown, Vasquez and Sanchez"
Jennifer,Newton,1997/03/26,2018/08/27,78,1985,NM,golf,"Hopkins, Barnes and Ward"
Robin,Garcia,1984/03/04,2018/12/30,32,1974,AL,golf,Mcdonald Inc
James,Brown,1979/03/05,2018/07/20,72,1976,TX,golf,Hunter Ltd
Jennifer,Hall,1996/06/10,2018/12/29,53,1976,ND,golf,
Kevin,Leach,1994/06/09,2018/08/18,89,1981,NC,golf,Pearson Group
Tammy,Shah,1977/07/27,2018/09/01,30,1974,AZ,golf,"Smith, Torres and Matthews"
Tommy,Arnold,1984/08/14,2018/04/14,96,1974,MD,golf,"Alvarez, Schaefer and Robertson"
Samuel,Cooke,1988/06/23,2018/01/14,52,1987,VT,golf,"Jackson, Carlson and Contreras"
Lisa,Phillips,1974/07/12,2018/09/24,41,1973,NC,golf,Bruce Inc
Benjamin,Medina,1991/01/31,2018/06/01,34,1980,MS,golf,"Jackson, Carlson and Contreras"
Brandy,Crawford,1997/02/01,2018/10/24,98,1977,TN,golf,Williams-Stephenson
Ana,Harris,1987/09/04,2018/08/02,40,1987,NC,golf,"Alvarez, Schaefer and Robertson"
Justin,Calhoun,1992/01/21,2019/01/09,93,1973,MD,golf,Rivera Ltd
Jeremy,Mata,1990/09/07,2018/12/05,60,1982,IN,golf,Mcdonald Inc
Nancy,Hendricks,1991/02/27,2018/11/26,49,1973,PA,golf,"Jackson, Carlson and Contreras"
Mary,Joyce,1987/12/06,2018/04/08,83,1973,KS,golf,"Mullen, Huffman and Vasquez"
Jill,Carr,1985/07/18,2018/02/24,47,1971,VA,golf,Rivera Ltd
Amanda,Clarke,1975/10/20,2018/07/02,51,1970,WA,golf,"Alvarez, Schaefer and Robertson"
Ruth,Murphy,1988/02/29,2018/10/01,44,1975,MN,golf,"Alvarez, Schaefer and Robertson"
Heather,Johnson,1986/01/06,2018/12/04,98,1977,VA,golf,Taylor-Alvarez
Heather,Bradford,1986/07/06,2018/01/14,85,1975,ND,golf,Peterson and Sons
Bryan,Lloyd,1997/10/17,2018/04/09,58,1983,NJ,golf,Parker Group
Ryan,Collins,1996/04/21,2018/03/23,56,1979,SD,golf,"Hopkins, Barnes and Ward"
Andrew,Holmes,1987/07/28,2018/09/27,95,1979,CO,golf,Taylor-Alvarez
Nicholas,Green,1998/01/13,2018/01/24,55,1996,DE,golf,Mcdonald Inc
Nicole,Mitchell,1997/10/01,2018/12/24,61,1994,DC,golf,
Sean,Adams,1980/05/27,2018/05/27,96,1971,HI,golf,
Timothy,Lopez,1981/07/03,2018/09/05,58,1975,FL,golf,Scott and Sons
James,Baird,1970/05/09,2018/03/31,60,1970,NH,golf,"Smith, Torres and Matthews"
Christopher,Foster,1995/01/22,2018/02/21,77,1982,MT,golf,"Brown, Vasquez and Sanchez"
Melinda,Everett,1994/04/05,2018/06/29,42,1993,WV,golf,"Smith, Torres and Matthews"
Donald,Wilson,1993/11/14,2018/06/18,38,1976,KY,golf,Scott and Sons
Scott,Best,1995/01/14,2018/05/11,33,1970,MT,golf,Scott and Sons
Jeffery,Rubio,1985/12/15,2018/06/22,82,1981,MD,golf,"Smith, Torres and Matthews"
Jonathan,Henderson,1990/01/11,2018/02/19,85,1984,MS,golf,Taylor-Alvarez
Angela,Padilla,1992/08/08,2018/07/18,39,1978,NV,golf,Pearson Group
Cesar,Hogan,1990/10/28,2018/01/30,87,1971,SC,golf,Williams-Stephenson
Robert,Davis,1990/10/02,2018/06/18,46,1970,KY,golf,Parker Group
Heather,Ellis,1997/10/26,2018/09/24,94,1985,OR,golf,Rivera-Morrow
James,White,1997/02/20,2018/03/17,90,1971,SD,golf,"Jackson, Carlson and Contreras"
Samuel,Kidd,1995/05/21,2018/07/31,65,1980,SC,golf,Mcdonald Inc
Jeffrey,Hall,1981/12/31,2018/12/09,59,1973,MD,golf,"Kelley, Gilbert and Jackson"
Patrick,Fernandez,1994/01/05,2018/08/01,81,1983,NE,golf,"Kelley, Gilbert and Jackson"
Anthony,Ward,1980/09/13,2018/04/23,57,1975,TN,golf,Keller Group
Joseph,Robinson,1991/03/06,2018/05/16,87,1974,IN,golf,Rivera Ltd
Logan,Ayers,1980/05/07,2018/07/10,96,1970,NH,golf,
Robin,Horne,1973/12/10,2018/11/05,49,1972,VT,golf,"Smith, Torres and Matthews"
Mark,Green,1974/06/30,2018/04/30,65,1972,LA,golf,"Hopkins, Barnes and Ward"
Shelia,Armstrong,1987/02/16,2018/07/30,46,1987,MI,golf,Keller Group
Heather,Tran,1996/11/09,2018/12/26,37,1987,IA,golf,"Martin, Mcknight and Clark"
Rodney,Montoya,1986/08/09,2018/07/23,64,1982,CA,golf,"Hopkins, Barnes and Ward"
Robert,Hart,1991/03/31,2018/05/22,97,1972,GA,golf,"Hopkins, Barnes and Ward"
Michael,Parsons,1996/08/13,2018/06/10,34,1992,RI,golf,Keller Group
Bryan,Mitchell,1992/08/05,2018/08/08,52,1976,GA,golf,Mcdonald Inc
Tiffany,Brown,1992/07/13,2018/07/24,60,1981,OR,golf,Rivera Ltd
Jennifer,Hayes,1998/11/16,2018/03/01,62,1995,VA,golf,"Smith, Torres and Matthews"
Ariel,Hines,1988/05/01,2018/09/04,66,1988,NH,golf,"Martin, Mcknight and Clark"
Jason,Vincent,1993/11/27,2018/02/06,71,1985,TX,golf,
Stacey,Santiago,1982/11/25,2018/08/27,70,1980,ME,golf,"Smith, Torres and Matthews"
Anna,Hull,1994/11/28,2018/03/01,51,1991,WI,golf,"Brown, Vasquez and Sanchez"
Tanya,Stephens,1985/12/24,2018/09/01,36,1976,NM,golf,Keller Group
John,Campbell,1998/11/02,2018/05/30,43,1975,IN,golf,Rivera-Morrow
Angela,Lee,1995/11/10,2018/08/16,76,1984,AK,golf,"Jackson, Carlson and Contreras"
Sara,Jackson,1996/11/28,2018/10/05,65,1995,SD,golf,Peterson and Sons
James,Rose,1988/10/25,2018/12/08,38,1986,IL,golf,Parker Group
Christopher,Johnson,1992/11/12,2018/05/15,54,1972,AK,golf,Rivera-Morrow
Phillip,Hale,1983/02/22,2018/08/14,89,1979,PA,golf,"Kelley, Gilbert and Jackson"
Andrew,Morales,1993/04/17,2018/01/09,45,1978,ID,golf,"Jackson, Carlson and Contreras"
Jennifer,Hawkins,1995/05/11,2018/02/23,50,1974,TX,golf,Mcdonald Inc
Christopher,Kramer,1995/07/18,2018/10/15,61,1974,SD,golf,"Alvarez, Schaefer and Robertson"
Victor,Smith,1996/03/09,2018/11/21,60,1990,KY,golf,Scott and Sons
Andrea,Taylor,1993/11/08,2018/12/13,59,1991,AL,golf,"Jackson, Carlson and Contreras"
Matthew,Meadows,1970/05/16,2018/07/20,70,1970,NC,golf,Rivera-Morrow
Nicole,Mendez,1993/08/19,2018/11/24,48,1977,WY,golf,"Hopkins, Barnes and Ward"
Shelby,Gomez,1991/12/14,2018/11/10,35,1970,NH,golf,"Jackson, Carlson and Contreras"
Hannah,Wilkins,1998/04/14,2018/12/16,95,1985,OH,golf,"Martin, Mcknight and Clark"
William,Kaiser,1993/09/16,2018/07/11,87,1971,CA,golf,"Mullen, Huffman and Vasquez"
Peter,Jones,1997/01/05,2018/06/14,38,1985,NM,golf,Parker Group
Michael,Anderson,1979/11/20,2018/04/27,52,1976,ND,golf,Pearson Group
Amanda,Martinez,1992/10/05,2018/05/29,51,1987,LA,golf,Keller Group
Rachel,Ward,1998/04/21,2018/04/30,85,1986,CO,golf,"Mullen, Huffman and Vasquez"
Johnathan,Hendricks,1978/03/27,2018/12/13,47,1975,TN,golf,"Alvarez, Schaefer and Robertson"
Chad,Lam,1993/05/26,2018/04/02,75,1988,MO,golf,"Jackson, Carlson and Contreras"
Mary,Luna,1989/12/16,2018/06/06,88,1977,VT,golf,"Smith, Torres and Matthews"
Jeremy,White,1993/03/01,2018/07/18,74,1986,SC,golf,"Kelley, Gilbert and Jackson"
Christina,King,1984/02/12,2018/08/25,80,1974,AL,golf,Rivera-Morrow
Kimberly,Lopez,1977/10/12,2018/09/27,85,1973,OH,golf,"Martin, Mcknight and Clark"
Hannah,Mullins,1998/09/13,2018/05/03,44,1974,UT,golf,
Kevin,Hernandez,1990/08/20,2018/10/27,80,1982,WV,golf,Pearson Group
Adrian,Hoffman,1984/04/02,2018/03/20,73,1974,AR,golf,"Jackson, Carlson and Contreras"
Ashley,Bruce,1979/01/02,2018/03/10,94,1977,NH,golf,"Alvarez, Schaefer and Robertson"
Lynn,Lewis,1994/01/06,2019/01/01,56,1974,PA,golf,"Jackson, Carlson and Contreras"
Alexandria,Scott,1990/09/04,2018/05/20,94,1972,AK,golf,"Kelley, Gilbert and Jackson"
Rebecca,Jones,1974/07/05,2018/09/20,33,1974,AK,golf,
Carrie,Shepard,1998/01/18,2018/09/16,46,1995,DE,golf,"Mullen, Huffman and Vasquez"
Julie,Foley,1987/11/23,2018/06/12,83,1981,NM,golf,Taylor-Alvarez
Steven,Sanchez,1997/07/11,2018/01/14,36,1971,WI,golf,Bruce Inc
Kathy,Johnson,1997/05/31,2018/06/20,79,1980,NH,golf,
Kimberly,Meyers,1987/12/06,2018/01/27,35,1974,MA,golf,Williams-Stephenson
Pamela,Lopez,1982/11/27,2018/02/10,62,1981,KY,golf,Williams-Stephenson
Thomas,White,1994/01/17,2018/07/14,89,1985,NE,golf,Scott and Sons
Joshua,Davidson,1990/05/13,2018/06/25,87,1986,NV,golf,Parker Group
Joel,Owens,1976/12/08,2018/04/03,96,1970,TN,golf,
Teresa,Jones,1982/05/14,2018/04/20,98,1981,MD,golf,Taylor-Alvarez
Ashley,Brown,1989/10/07,2018/09/19,84,1981,TN,golf,"Hopkins, Barnes and Ward"
Sharon,Mejia,1985/06/29,2018/09/07,80,1974,OH,golf,"Alvarez, Schaefer and Robertson"
Ann,Mcfarland,1986/11/04,2018/07/06,52,1983,UT,golf,Parker Group
Kyle,Beard,1995/05/20,2018/05/24,76,1975,DE,golf,Williams-Stephenson
James,Graham,1998/11/19,2018/12/20,96,1975,DE,golf,"Martin, Mcknight and Clark"
Karl,Miles,1994/10/19,2018/10/11,42,1980,ID,golf,"Alvarez, Schaefer and Robertson"
Matthew,Johnson,1975/08/15,2018/12/20,62,1970,AL,golf,Mcdonald Inc
Jasmine,Guzman,1993/04/18,2018/07/15,52,1984,MD,golf,"Alvarez, Schaefer and Robertson"
Thomas,Norris,1979/10/20,2018/04/30,61,1977,GA,golf,"Jackson, Carlson and Contreras"
Eddie,Coleman,1997/12/05,2018/09/01,89,1987,WY,golf,Williams-Stephenson
Erik,Willis,1992/03/28,2018/06/21,43,1991,TN,golf,"Jackson, Carlson and Contreras"
Gregory,Allen,1996/04/05,2018/01/12,46,1983,NY,golf,Bruce Inc
Nicholas,Zimmerman,1990/07/05,2018/10/03,44,1980,NY,golf,"Smith, Torres and Matthews"
William,Cunningham,1984/04/08,2018/02/18,62,1975,KS,golf,"Martin, Mcknight and Clark"
Jennifer,Stafford,1997/03/03,2018/07/01,75,1992,CO,golf,Hunter Ltd
Amy,Leon,1983/01/17,2018/10/03,95,1970,VT,golf,Taylor-Alvarez
Claudia,Whitney,1984/04/14,2018/12/14,63,1979,SC,golf,"Smith, Torres and Matthews"
John,Bishop,1987/11/16,2018/10/15,35,1970,ND,golf,"Martin, Mcknight and Clark"
Jorge,Hartman,1987/10/25,2018/11/14,44,1982,NY,golf,"Kelley, Gilbert and Jackson"
James,Smith,1998/03/29,2018/08/21,73,1983,WY,golf,
Nicole,Newman,1988/04/22,2018/04/20,58,1970,VT,golf,Peterson and Sons
Stephen,Gibson,1982/06/14,2018/09/25,35,1971,WV,golf,"Mullen, Huffman and Vasquez"
Austin,Fry,1982/11/17,2018/10/30,70,1978,NY,golf,"Mullen, Huffman and Vasquez"
Jorge,Webb,1997/02/02,2018/02/22,75,1995,MN,golf,Parker Group
William,Thompson,1985/11/20,2018/12/27,78,1971,CT,golf,Williams-Stephenson
Brian,Wilson,1975/09/07,2018/12/13,37,1970,CT,golf,Rivera Ltd
Jacqueline,Rowland,1978/08/29,2018/11/27,60,1971,CO,golf,Scott and Sons
Samuel,Hubbard,1975/03/23,2018/08/27,82,1974,DE,golf,"Jackson, Carlson and Contreras"
Maria,Thompson,1991/02/02,2018/08/03,68,1984,NJ,golf,"Kelley, Gilbert and Jackson"
Erika,Brennan,1996/04/13,2018/04/07,54,1975,DC,golf,Rivera Ltd
Lisa,Roberts,1981/02/15,2018/04/01,99,1972,NY,golf,"Kelley, Gilbert and Jackson"
Anna,Mcdaniel,1990/04/26,2018/10/05,39,1988,NE,golf,"Jackson, Carlson and Contreras"
Kenneth,Price,1983/12/28,2018/07/31,41,1970,LA,golf,Keller Group
Sean,Patterson,1990/11/25,2018/12/18,99,1976,MT,golf,Rivera Ltd
Charles,Martinez,1983/01/17,2018/11/23,32,1976,OR,golf,Scott and Sons
Christian,Simmons,1979/10/26,2018/07/31,72,1975,OR,golf,Peterson and Sons
Daniel,Anderson,1995/07/29,2018/04/08,86,1972,KY,golf,"Hopkins, Barnes and Ward"
Edgar,Singleton,1997/10/28,2018/03/14,91,1972,IL,golf,"Smith, Torres and Matthews"
John,West,1989/07/16,2019/01/06,33,1988,NY,golf,"Alvarez, Schaefer and Robertson"
Vincent,Smith,1978/05/29,2018/03/20,43,1975,LA,golf,Bruce Inc
Travis,Soto,1994/09/09,2018/12/28,43,1983,WA,golf,"Jackson, Carlson and Contreras"
Jessica,Cross,1997/12/18,2018/04/25,75,1994,VA,golf,Bruce Inc
James,Richardson,1994/03/08,2018/11/28,72,1981,MD,golf,Pearson Group
Keith,Williamson,1996/07/13,2018/07/17,32,1972,NH,golf,Williams-Stephenson
Morgan,Calderon,1989/06/24,2018/09/04,35,1970,NE,golf,"Mullen, Huffman and Vasquez"
Christina,Clark,1989/08/26,2018/07/16,98,1974,AL,golf,"Mullen, Huffman and Vasquez"
Sara,Hardy,1991/05/21,2018/08/26,64,1984,VA,golf,Peterson and Sons
Nancy,Miller,1980/09/21,2018/03/03,30,1975,RI,golf,"Kelley, Gilbert and Jackson"
Kristopher,Martinez,1994/04/20,2018/04/10,98,1992,WV,golf,Mcdonald Inc
Troy,Wright,1992/04/29,2018/12/11,92,1975,CO,golf,Parker Group
Nicholas,King,1995/01/20,2018/05/14,50,1994,KY,golf,Keller Group
Paul,Levine,1992/10/13,2018/01/22,44,1978,GA,golf,Mcdonald Inc
Francisco,Guzman,1996/11/22,2018/05/28,46,1995,AR,golf,"Kelley, Gilbert and Jackson"
Evan,Williams,1999/01/09,2018/03/08,30,1995,NY,golf,Hunter Ltd
Cynthia,Sheppard,1979/05/25,2018/06/10,76,1975,AK,golf,Bruce Inc
Mike,Burns,1993/11/20,2018/10/04,61,1988,NJ,golf,Williams-Stephenson
Cynthia,Mathis,1981/09/22,2018/12/08,47,1976,MN,golf,"Mullen, Huffman and Vasquez"
Lori,Conway,1990/11/02,2018/12/15,72,1985,FL,golf,Scott and Sons
Jennifer,Smith,1990/04/13,2018/01/22,70,1975,WA,golf,Taylor-Alvarez
Brianna,Welch,1985/07/06,2018/08/01,75,1982,MO,golf,
Vanessa,Cohen,1984/04/20,2018/10/28,96,1981,PA,golf,Taylor-Alvarez
Kenneth,Thomas,1971/11/13,2018/05/29,86,1971,NH,golf,Peterson and Sons
Julie,Park,1990/01/14,2018/05/21,80,1972,UT,golf,Bruce Inc
Marcus,Porter,1993/12/23,2018/04/02,85,1990,NC,golf,"Mullen, Huffman and Vasquez"
Eric,Moore,1993/06/18,2018/08/13,48,1975,SD,golf,Peterson and Sons
Laura,Hernandez,1990/06/14,2018/07/21,80,1985,RI,golf,Pearson Group
Jerry,Thompson,1984/05/05,2018/06/15,54,1977,NM,golf,Rivera-Morrow
Michelle,Boyer,1990/03/24,2018/10/06,54,1988,CT,golf,Williams-Stephenson
Joseph,Rhodes,1989/02/18,2018/05/16,36,1970,AL,golf,Keller Group
Leon,Gross,1986/07/31,2018/02/07,52,1976,NV,golf,"Martin, Mcknight and Clark"
William,Vega,1978/08/05,2018/07/06,60,1975,AL,golf,"Hopkins, Barnes and Ward"
Scott,Rodriguez,1998/01/31,2018/10/03,94,1980,CO,golf,Mcdonald Inc
James,Jennings,1998/03/03,2018/11/06,87,1980,CO,golf,Mcdonald Inc
Richard,Taylor,1991/02/09,2018/04/19,62,1988,NH,golf,"Brown, Vasquez and Sanchez"
Stephen,Duncan,1989/12/07,2018/12/05,42,1975,CT,golf,"Martin, Mcknight and Clark"
Adam,Hatfield,1978/03/28,2018/10/13,76,1971,AK,golf,Williams-Stephenson
William,Mullen,1989/03/26,2018/01/16,89,1978,SD,golf,"Smith, Torres and Matthews"
Glen,Norton,1982/06/24,2018/08/25,97,1976,IN,golf,Hunter Ltd
Paula,Davenport,1996/11/07,2018/03/03,69,1987,PA,golf,Pearson Group
Mary,Cook,1993/10/18,2018/02/17,64,1974,OH,golf,Williams-Stephenson
Daniel,Manning,1984/01/23,2018/09/29,73,1979,SD,golf,"Jackson, Carlson and Contreras"
Angela,Wright,1996/06/30,2018/11/20,78,1973,CA,golf,"Smith, Torres and Matthews"
Andrew,Hernandez,1997/12/01,2018/10/31,63,1970,AR,golf,Bruce Inc
Kelly,Smith,1980/10/30,2018/10/21,73,1971,IL,golf,"Mullen, Huffman and Vasquez"
Robert,Cervantes,1989/06/27,2018/02/01,97,1986,MO,golf,"Mullen, Huffman and Vasquez"
Amanda,Oconnell,1993/02/08,2018/07/10,72,1971,ME,golf,Pearson Group
Jessica,Owens,1998/07/11,2018/11/26,96,1988,HI,golf,Peterson and Sons
William,Barry,1978/02/07,2018/10/16,86,1971,HI,golf,Pearson Group
Troy,Wagner,1979/08/28,2018/03/14,62,1978,KY,golf,"Kelley, Gilbert and Jackson"
David,Richardson,1987/12/03,2018/10/02,70,1974,MS,golf,"Mullen, Huffman and Vasquez"
Timothy,Chang,1990/10/08,2018/09/04,51,1974,OK,golf,Mcdonald Inc
Michael,Mcneil,1988/09/08,2018/11/13,70,1977,MN,golf,Williams-Stephenson
Laura,Vance,1994/10/04,2018/03/07,38,1976,NJ,golf,Pearson Group
Daniel,Chavez,1996/12/18,2018/11/17,68,1995,RI,golf,Williams-Stephenson
Karen,Middleton,1994/03/12,2018/10/23,92,1985,IA,golf,Peterson and Sons
Jessica,Thomas,1982/03/25,2018/02/06,86,1972,ND,golf,"Mullen, Huffman and Vasquez"
Jeffery,Miller,1995/10/19,2018/07/01,68,1987,TX,golf,"Brown, Vasquez and Sanchez"
Robert,Mitchell,1993/05/16,2018/04/13,55,1990,WY,golf,"Alvarez, Schaefer and Robertson"
Morgan,Preston,1995/11/24,2018/08/11,71,1973,IA,golf,"Martin, Mcknight and Clark"
Jody,Neal,1978/06/09,2018/10/03,74,1971,CT,golf,
Adam,Irwin,1987/05/14,2018/03/08,80,1985,OR,golf,Parker Group
Karen,Brown,1996/08/09,2018/03/01,70,1995,RI,golf,
Jacqueline,Colon,1996/08/20,2018/05/03,57,1980,MO,golf,Mcdonald Inc
Ryan,Hicks,1987/06/08,2019/01/06,40,1981,MS,golf,Rivera-Morrow
Jay,Hicks,1985/01/21,2018/02/02,94,1982,HI,golf,Williams-Stephenson
Melissa,Brown,1993/08/22,2018/05/08,48,1986,NV,golf,"Jackson, Carlson and Contreras"
Chase,Rodgers,1987/05/25,2018/08/31,57,1983,FL,golf,Mcdonald Inc
Adam,Miller,1979/06/24,2018/09/28,31,1970,KS,golf,"Mullen, Huffman and Vasquez"
Mark,Trujillo,1991/03/03,2018/06/08,68,1980,DC,golf,
Ryan,Washington,1977/01/18,2018/04/02,92,1972,MD,golf,"Jackson, Carlson and Contreras"
Christopher,Perry,1973/10/03,2018/12/13,54,1972,AK,golf,Parker Group
Daniel,Hunt,1985/12/01,2018/02/24,34,1971,MO,golf,Parker Group
Karen,Adams,1998/08/29,2018/02/25,78,1973,HI,golf,"Alvarez, Schaefer and Robertson"
Megan,Oliver,1978/10/02,2018/10/18,77,1977,CO,golf,Taylor-Alvarez
Cassie,Villarreal,1994/04/14,2018/08/02,55,1985,SC,golf,"Brown, Vasquez and Sanchez"
Mikayla,Gray,1994/08/31,2018/08/05,67,1985,DE,golf,"Kelley, Gilbert and Jackson"
Angel,Hinton,1996/10/28,2018/09/10,61,1972,IA,golf,Williams-Stephenson
Diane,Smith,1983/03/19,2018/10/12,76,1978,PA,golf,"Alvarez, Schaefer and Robertson"
Kenneth,Sanchez,1998/12/04,2018/05/24,47,1987,NV,golf,Keller Group
